bikeid,CountOfRenting,SumOfRentedTime,AverageRentTime
24907,2,906,453
42284,1,874,874
16218,1,871,871
19265,2,858,429
20778,1,848,848
27468,1,843,843
32125,4,836,209
29757,1,824,824
15345,1,789,789
30501,1,778,778
21124,1,772,772
38059,3,761,253.666666666667
24695,2,756,378
27499,3,745,248.333333333333
21292,1,722,722
24615,2,701,350.5
24648,1,698,698
17111,4,696,174
39236,2,663,331.5
31670,1,658,658
26146,2,655,327.5
32346,3,618,206
21310,1,579,579
16326,2,549,274.5
28579,3,545,181.666666666667
20083,2,535,267.5
28804,3,508,169.333333333333
17348,2,504,252
26752,1,487,487
24677,2,464,232
24681,1,451,451
24471,1,417,417
21513,1,414,414
24433,1,359,359
24463,1,352,352
19354,1,346,346
16032,1,340,340
24377,1,340,340
32588,1,311,311
24608,1,295,295
24649,1,278,278
15035,1,271,271
18292,1,263,263
17004,1,261,261
25415,1,247,247
18621,1,214,214
24406,1,185,185
24690,1,183,183
19637,1,167,167
24461,1,162,162
20823,1,156,156
24513,1,153,153
