start.station.id,weekday,DayTime,end.station.id,start.station.name,start.station.latitude,start.station.longitude,end.station.name,end.station.latitude,end.Station.Longitude,Count
3183,3,afternoon,3217,Exchange Place,40.7162469,-74.0334588,Bayside Park,40.698650544,-74.082079678,1
3183,3,afternoon,3220,Exchange Place,40.7162469,-74.0334588,5 Corners Library,40.7349610200095,-74.0595030784607,26
3183,3,afternoon,3225,Exchange Place,40.7162469,-74.0334588,Baldwin at Montgomery,40.7236589,-74.0641943,15
3183,3,afternoon,3267,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.0385255217552,1268
3183,3,afternoon,3268,Exchange Place,40.7162469,-74.0334588,Lafayette Park,40.713463826692,-74.0628585219383,41
3183,3,afternoon,3269,Exchange Place,40.7162469,-74.0334588,Brunswick & 6th,40.7260117296463,-74.0503889322281,53
3183,3,afternoon,3270,Exchange Place,40.7162469,-74.0334588,Jersey & 6th St,40.7252891078113,-74.0455716848373,53
3183,3,afternoon,3271,Exchange Place,40.7162469,-74.0334588,Danforth Light Rail,40.6926399661833,-74.08801227808,2
3183,3,afternoon,3272,Exchange Place,40.7162469,-74.0334588,Jersey & 3rd,40.7233315864644,-74.0459525585175,87
3183,3,afternoon,3273,Exchange Place,40.7162469,-74.0334588,Manila & 1st,40.72165072488,-74.0428841114044,92
3183,3,afternoon,3274,Exchange Place,40.7162469,-74.0334588,Bethune Center,40.7049575167286,-74.0859308838844,1
3183,3,afternoon,3275,Exchange Place,40.7162469,-74.0334588,Columbus Drive,40.7183551982321,-74.0389144420624,139
3183,3,afternoon,3276,Exchange Place,40.7162469,-74.0334588,Marin Light Rail,40.7145840353589,-74.0428170561791,316
3183,3,afternoon,3277,Exchange Place,40.7162469,-74.0334588,Communipaw & Berry Lane,40.7143583687043,-74.0666109323502,9
3183,3,afternoon,3278,Exchange Place,40.7162469,-74.0334588,Monmouth and 6th,40.725685483629,-74.0487903356552,61
3183,3,afternoon,3279,Exchange Place,40.7162469,-74.0334588,Dixon Mills,40.7216301426384,-74.0499678254128,29
3183,3,afternoon,3280,Exchange Place,40.7162469,-74.0334588,Astor Place,40.719282200707,-74.071261882782,2
3183,3,afternoon,3281,Exchange Place,40.7162469,-74.0334588,Leonard Gordon Park,40.7459099663156,-74.0572714805603,96
